income,credit_score,loan_amount,loan_term,employment_years,digital_activity_score,transaction_consistency,default,transaction_count,unusual_transaction_ratio,account_age_days,login_frequency,fraud
53518.75,827,82219.34,244,13.0,0.4648,0.0398,0,236,0.3671,3643,18.38,1
75341.33,603,77849.21,24,16.3,0.1787,0.3569,1,167,0.2977,146,18.28,1
24759.61,705,28619.54,55,16.0,0.1261,0.1446,0,141,0.3454,1877,20.98,1
127324.28,836,59061.49,32,2.3,0.3728,0.1468,0,52,0.3819,2972,3.28,0
117404.71,732,43070.26,106,28.5,0.2569,0.6529,0,222,0.9652,3251,6.56,1
59416.18,826,56219.97,136,20.8,0.0488,0.5733,0,224,0.2748,2822,23.57,1
107287.15,708,91425.91,359,8.5,0.0051,0.2071,0,67,0.2748,1895,18.37,0
61360.72,526,26358.35,178,6.6,0.6114,0.7282,0,236,0.5879,2601,18.26,1
81828.38,312,37580.32,175,10.4,0.4444,0.4619,0,108,0.5322,697,20.52,1
24194.65,380,64981.49,299,29.5,0.0831,0.748,0,156,0.2918,1292,14.09,0
40267.06,470,64305.19,301,12.9,0.9958,0.0234,0,285,0.7441,962,11.88,1
69195.75,426,14213.08,123,6.3,0.1106,0.2893,0,206,0.5501,1442,22.79,1
97902.31,627,78197.47,334,3.2,0.8848,0.9602,0,163,0.5023,2182,12.37,0
84328.32,775,32196.93,242,4.7,0.8733,0.4001,1,172,0.7629,2688,6.0,0
69835.95,728,97553.5,222,5.7,0.029,0.2242,0,258,0.9989,2456,17.55,1
22968.37,555,20813.59,332,14.2,0.091,0.3703,0,200,0.5521,3537,6.6,0
79509.96,545,21645.04,114,9.7,0.293,0.8944,1,237,0.4592,2801,18.49,0
123577.96,772,52520.42,68,24.1,0.8379,0.8721,0,126,0.4622,287,1.2,1
107993.41,832,99575.78,209,2.1,0.4171,0.26,0,62,0.7158,2487,19.77,1
23083.62,792,83636.61,42,8.8,0.3984,0.8223,0,187,0.3994,2096,19.25,1
122365.06,406,18868.46,146,22.7,0.5798,0.7916,0,188,0.4129,1392,5.12,1
82736.83,570,14226.94,340,20.8,0.4582,0.7091,0,134,0.3424,2823,13.9,0
110943.02,581,61470.67,83,4.4,0.2884,0.221,0,186,0.7138,1257,28.4,1
102406.3,786,72742.49,356,8.8,0.7437,0.6951,0,150,0.8591,1054,19.47,1
47516.07,610,19094.52,18,7.8,0.7211,0.7455,0,208,0.477,698,29.2,0
96327.61,813,34858.14,203,11.3,0.9261,0.6484,0,247,0.1754,1556,1.41,0
64507.71,616,24610.78,88,8.3,0.778,0.7893,0,183,0.4988,2333,27.47,0
129197.03,836,90322.79,115,10.9,0.0328,0.6264,0,260,0.0672,2267,28.89,0
89904.78,381,97191.54,40,13.4,0.5229,0.2447,0,94,0.6897,2666,25.87,1
113259.44,481,8822.12,323,8.0,0.2775,0.7431,0,33,0.9061,543,16.15,1
49586.21,788,49105.77,286,26.4,0.0511,0.79,1,245,0.1164,342,14.81,1
96618.86,798,33496.29,16,17.5,0.8611,0.1115,0,100,0.5889,2601,18.82,1
20064.37,716,62128.64,264,18.9,0.3286,0.4833,0,154,0.2642,2180,8.22,1
92964.36,616,64462.56,69,29.3,0.9457,0.4876,0,261,0.4705,669,6.19,0
107486.9,396,92903.06,238,10.3,0.687,0.8226,1,56,0.7629,874,9.91,1
119634.67,783,14777.13,165,27.8,0.2103,0.6719,0,99,0.7664,3219,5.98,1
106136.8,633,95887.16,254,19.6,0.7887,0.7798,0,135,0.472,3508,25.2,1
59810.21,662,83776.97,173,13.5,0.4253,0.3935,0,207,0.0553,1675,11.25,0
146748.15,580,6850.56,115,6.3,0.7167,0.2948,0,165,0.4275,1567,10.44,0
45928.78,520,63667.8,237,25.7,0.1068,0.2431,1,246,0.9415,2429,14.63,0
25979.99,699,70341.09,261,7.5,0.9869,0.5861,1,29,0.6396,1131,16.6,1
56950.59,783,17757.05,49,9.7,0.7752,0.4138,1,78,0.5898,2352,6.8,1
51879.47,566,57884.07,161,20.7,0.1405,0.7699,0,161,0.9572,1480,27.25,1
134996.08,488,35520.38,128,13.8,0.333,0.6777,0,131,0.6036,95,5.07,0
75553.02,798,80819.21,282,1.8,0.9896,0.3735,0,17,0.9598,3577,24.15,1
83961.23,641,65265.52,50,17.0,0.9742,0.7806,0,263,0.8463,360,17.64,1
104522.62,495,76431.2,232,24.5,0.4657,0.8894,0,78,0.6504,300,6.27,0
79026.12,742,89492.71,217,17.2,0.0064,0.8282,1,116,0.3224,617,8.51,1
107689.98,634,55574.61,346,20.0,0.7699,0.5744,0,296,0.1526,3167,5.3,0
33116.54,846,62182.54,32,23.4,0.5401,0.9547,0,162,0.9285,2696,7.06,1
75156.87,577,27132.99,123,23.2,0.0273,0.8776,0,64,0.8342,1537,1.74,0
131044.45,513,41139.57,240,13.2,0.1986,0.771,0,64,0.0929,718,15.69,0
87144.5,466,76877.6,73,28.2,0.7406,0.3584,0,213,0.191,372,24.19,1
53186.99,414,94765.2,20,0.2,0.8034,0.4003,0,182,0.3604,1270,25.26,1
130215.06,607,26789.09,55,19.5,0.8102,0.8759,1,141,0.7296,1325,2.32,0
43056.59,309,17155.09,91,4.2,0.4698,0.039,0,108,0.8663,2708,9.5,1
127022.59,729,21379.9,277,29.0,0.742,0.8103,0,57,0.7866,123,15.43,1
101290.62,571,64081.79,26,23.5,0.3316,0.8888,1,74,0.9136,191,16.64,0
113927.95,473,20026.39,19,10.5,0.2227,0.4199,1,244,0.4644,1701,25.83,1
37472.7,300,34585.93,252,27.0,0.2569,0.3229,0,50,0.4778,3067,25.1,0
36358.29,827,17331.72,85,6.8,0.0822,0.0948,0,54,0.2498,1027,6.35,0
62721.35,773,68493.85,278,15.5,0.9876,0.2667,0,168,0.422,2709,5.21,0
130597.29,694,65028.62,113,29.4,0.0143,0.6346,0,122,0.1619,1322,1.34,0
131498.46,492,64727.73,307,12.2,0.9927,0.4532,0,226,0.1178,1145,20.01,0
63855.54,490,29252.02,261,23.2,0.4563,0.0965,0,266,0.2629,3203,11.6,0
145417.96,429,13985.43,246,24.9,0.1203,0.7127,1,178,0.307,1787,17.05,0
145618.03,816,22348.18,273,5.8,0.84,0.2219,1,182,0.5256,3195,5.4,0
88255.88,845,39452.33,129,20.8,0.9972,0.1668,0,85,0.6349,3519,18.93,0
117643.54,455,56378.05,324,12.7,0.2022,0.0489,0,206,0.2965,2138,29.19,0
80840.54,439,73547.03,165,0.0,0.2513,0.5558,1,35,0.0592,1681,5.07,0
40832.88,548,42167.64,93,19.4,0.391,0.1934,0,37,0.2263,1132,5.07,0
114377.26,455,24553.95,84,20.2,0.7606,0.0108,1,160,0.5242,3161,19.23,1
105854.79,605,83112.84,289,22.3,0.4544,0.0704,0,175,0.8752,168,12.06,0
34668.88,777,45461.5,98,26.3,0.6914,0.7945,0,116,0.5228,363,29.93,1
97876.11,671,27922.8,352,14.8,0.7016,0.4325,1,54,0.8652,1148,25.43,1
137615.08,820,36238.82,353,25.1,0.9831,0.0831,0,249,0.2427,2028,7.42,0
54548.04,799,58263.72,301,11.3,0.519,0.9252,0,56,0.5903,3251,19.64,1
32338.76,544,39266.58,356,21.3,0.6038,0.8153,0,21,0.3473,3229,13.77,0
132243.46,338,94318.72,333,22.3,0.4318,0.9081,1,93,0.0241,1348,3.87,0
124246.38,767,85695.86,141,10.8,0.683,0.3524,0,142,0.446,196,10.41,0
102524.95,464,24891.2,292,19.4,0.7407,0.7533,0,89,0.8447,3509,3.58,1
89970.52,533,35070.74,168,3.0,0.7219,0.6395,0,255,0.6395,3099,12.1,1
111961.49,659,37015.12,236,26.9,0.7548,0.9593,0,58,0.1898,1272,27.36,0
92863.09,482,42807.27,50,6.0,0.0905,0.598,0,208,0.8522,598,21.76,1
71578.38,694,14844.47,162,18.4,0.9707,0.3238,0,21,0.2459,635,20.36,1
84284.08,524,28308.42,127,13.2,0.8115,0.1454,0,11,0.8575,1980,25.3,1
91659.4,496,44170.74,277,17.4,0.6273,0.8886,0,134,0.7067,1491,24.3,1
68129.71,540,35414.7,194,2.3,0.6932,0.3217,0,127,0.7956,2372,4.73,0
121948.42,819,72293.62,286,9.4,0.8073,0.6041,0,284,0.8211,918,14.49,1
26916.19,748,52227.63,235,1.9,0.9958,0.0221,0,30,0.8958,1953,26.16,1
108660.91,366,95699.75,153,17.1,0.9474,0.7278,0,252,0.4308,3131,28.34,0
47976.54,762,34433.4,357,9.1,0.2326,0.7984,0,209,0.1442,2211,29.43,0
132155.43,354,72650.8,195,17.6,0.7746,0.071,1,212,0.7304,3001,6.64,0
120585.45,483,84395.24,27,19.5,0.495,0.1195,1,207,0.574,2808,12.24,1
110533.96,441,85490.23,105,2.9,0.3552,0.7073,0,256,0.0907,1068,12.64,1
148132.68,383,37273.42,60,15.7,0.0204,0.6062,0,31,0.6827,392,5.89,0
88785.73,304,36051.67,168,0.8,0.9051,0.5634,0,89,0.1885,2544,15.45,0
146850.67,399,87849.22,91,18.0,0.574,0.8914,0,91,0.5073,3336,24.75,1
25040.66,850,89382.19,73,24.2,0.3117,0.2914,0,93,0.5901,686,27.11,1
98455.44,645,94092.73,349,16.4,0.3888,0.4479,1,284,0.0655,1009,11.61,0
126286.12,492,80435.13,33,10.7,0.9166,0.9211,0,51,0.8478,373,20.24,1
88553.87,844,54558.92,291,19.3,0.2826,0.1355,0,150,0.9442,1747,12.72,1
83760.49,803,14910.26,299,14.5,0.3888,0.4976,0,148,0.7708,2863,2.6,0
44450.26,391,34176.38,312,22.4,0.5713,0.1734,1,25,0.5343,194,29.04,1
65729.53,850,9981.35,234,22.2,0.524,0.1783,0,23,0.9107,405,14.26,1
48803.73,627,11931.53,116,14.9,0.5711,0.613,1,196,0.206,2824,4.37,0
137571.45,638,98518.19,211,24.8,0.3718,0.8378,1,73,0.5988,2547,20.39,0
74969.28,617,24463.25,346,22.1,0.2726,0.6903,0,212,0.3771,3452,27.13,0
83468.14,310,64521.02,214,1.3,0.7671,0.1289,0,37,0.6376,473,5.61,0
28645.04,849,36100.96,143,28.7,0.715,0.695,0,147,0.2847,2336,8.58,0
71337.81,506,95269.86,296,25.4,0.2008,0.5182,1,246,0.1093,937,2.1,0
30869.04,369,27966.43,327,11.1,0.7383,0.442,0,258,0.7668,775,23.29,0
25688.53,314,95115.99,186,25.8,0.2508,0.1755,1,29,0.3913,628,28.46,1
49280.63,499,36909.42,236,0.8,0.4405,0.8434,0,148,0.5569,588,16.87,1
34477.55,366,43942.8,285,0.5,0.7205,0.7241,1,20,0.1435,426,20.85,1
20444.72,359,82302.08,302,3.6,0.2245,0.6283,0,38,0.0198,3376,27.41,0
103822.72,589,70132.95,210,13.5,0.7481,0.6829,0,177,0.9801,2608,14.19,0
39907.93,849,88547.21,126,4.3,0.6371,0.1744,0,132,0.8819,1508,22.46,1
58981.5,343,48693.55,289,25.6,0.9875,0.125,0,107,0.9419,1725,26.63,1
78800.54,697,49034.13,184,9.8,0.3989,0.7233,0,112,0.7126,2329,6.64,0
105712.38,672,90533.66,292,25.9,0.7921,0.3748,0,202,0.1413,446,16.74,0
137607.89,722,9834.14,123,10.1,0.8899,0.6597,0,222,0.1803,1815,1.69,1
93761.08,476,30965.4,360,16.9,0.1559,0.4019,0,102,0.1507,1297,14.59,0
36972.16,798,35040.39,325,15.9,0.6281,0.0353,1,34,0.0858,36,27.68,0
63096.12,392,34762.92,194,6.1,0.1506,0.213,0,186,0.6232,1293,17.92,0
81761.35,479,32525.4,63,24.1,0.1598,0.8806,1,61,0.5323,2533,12.88,0
101728.72,587,70546.55,139,29.3,0.6639,0.1466,0,21,0.1356,1561,14.71,0
119727.95,671,93439.51,311,17.2,0.4473,0.0199,0,291,0.3438,1392,29.65,0
28955.7,438,64282.95,358,11.8,0.1495,0.9929,0,101,0.9616,1314,9.48,0
122255.04,663,62267.19,265,0.5,0.891,0.4177,0,130,0.192,1148,29.48,0
23047.76,626,91052.58,38,19.5,0.7005,0.2631,0,173,0.0405,3072,29.86,0
105723.37,640,57371.04,78,26.2,0.9265,0.0107,0,155,0.3807,1926,12.02,1
107347.51,684,36885.32,274,25.6,0.7841,0.4072,0,178,0.7191,2263,6.59,1
30829.8,760,92283.73,55,24.2,0.9133,0.8615,0,12,0.8108,3303,23.1,1
43023.94,366,19630.58,133,23.4,0.8637,0.0096,1,175,0.8702,2530,3.04,1
145533.76,771,64945.28,181,23.6,0.1058,0.122,0,103,0.918,333,6.38,0
31906.17,743,80201.31,131,6.3,0.717,0.3869,0,99,0.476,809,21.54,1
111815.62,780,32366.03,358,17.8,0.8609,0.4425,0,41,0.1759,810,8.63,0
94806.43,493,71496.87,50,5.6,0.8486,0.7563,1,203,0.6353,2427,9.6,1
103277.35,523,45519.71,188,22.1,0.5306,0.6548,0,129,0.2814,661,2.87,1
64749.02,361,63885.31,232,2.4,0.7644,0.7161,1,46,0.3184,3160,27.57,1
108540.51,367,59074.11,175,13.5,0.7422,0.4804,0,251,0.3135,3052,6.52,0
25550.93,661,43924.58,248,9.7,0.7963,0.9452,0,238,0.4522,582,22.4,1
143452.43,442,79885.2,207,29.7,0.6322,0.3994,1,89,0.151,754,7.29,1
81397.47,577,37044.95,23,14.9,0.1583,0.8298,0,143,0.2277,1993,18.6,0
76563.98,463,51297.5,352,1.8,0.9614,0.0669,1,245,0.6078,580,7.82,0
124470.87,726,51598.15,169,18.9,0.3386,0.3106,0,63,0.5991,2170,9.18,0
124926.16,431,40108.92,254,1.9,0.4471,0.417,1,168,0.6883,3572,27.17,1
137239.2,787,79746.58,296,10.2,0.7938,0.6983,0,165,0.7816,2345,29.16,1
97068.52,542,82265.58,139,14.7,0.4698,0.0194,0,49,0.3841,608,19.08,1
83822.26,572,11357.92,211,23.3,0.7913,0.2762,1,31,0.4737,915,19.36,1
127228.78,794,58378.4,151,28.7,0.4847,0.3142,0,103,0.8241,2646,6.46,0
98660.58,602,74674.89,111,15.7,0.5041,0.2482,0,6,0.2982,837,5.18,1
104712.55,731,12477.42,250,23.3,0.993,0.4467,0,81,0.5938,3107,10.11,0
79272.62,502,72098.19,244,8.5,0.5865,0.3228,1,27,0.8677,2264,14.84,1
128134.56,684,57262.08,333,13.0,0.3239,0.178,0,18,0.6436,1328,17.4,1
134823.75,357,73663.78,79,14.9,0.9269,0.1399,1,84,0.9401,963,3.66,1
66420.53,383,44200.97,47,14.8,0.5451,0.5247,0,203,0.6946,2246,24.86,0
78304.76,418,77462.59,145,6.8,0.0565,0.6835,1,116,0.4787,173,7.35,1
39842.0,440,52555.47,177,11.6,0.6343,0.3958,0,149,0.4922,2743,21.73,1
28835.0,504,61018.52,118,6.9,0.4915,0.3494,1,189,0.5091,3396,5.76,1
89709.9,588,30236.44,203,15.3,0.1599,0.2016,0,172,0.1958,1067,12.39,0
78714.47,756,62319.95,345,20.2,0.77,0.2046,1,199,0.8046,3043,28.06,1
118768.71,605,84128.32,357,6.4,0.5933,0.3034,0,118,0.5668,3623,25.46,1
23095.63,312,25560.24,104,25.8,0.2064,0.9468,1,168,0.4579,1601,18.45,1
83918.69,592,80525.3,353,25.7,0.2485,0.6164,0,16,0.6193,3511,1.33,1
20001.23,755,41234.99,302,28.8,0.0972,0.368,0,217,0.7418,1528,3.21,1
22911.29,335,90359.56,166,4.3,0.4569,0.9322,0,105,0.1203,2608,22.58,0
23947.79,787,21585.22,69,2.6,0.2348,0.8698,0,286,0.2731,93,21.38,0
115086.42,456,25470.18,215,20.3,0.0299,0.4974,0,212,0.175,55,17.73,1
28191.33,587,72440.67,257,6.1,0.2673,0.6712,0,97,0.2348,1835,24.5,0
25736.0,745,58099.72,262,23.8,0.7156,0.7425,0,46,0.598,1869,24.8,1
68524.77,680,73988.87,288,4.4,0.7352,0.3468,1,206,0.3721,1424,23.25,1
107445.53,806,69192.52,220,10.8,0.4317,0.6022,0,171,0.9247,2644,14.53,0
132033.99,468,89525.39,187,15.2,0.8597,0.6251,0,277,0.6327,3051,5.62,0
38137.77,510,83345.12,214,2.5,0.419,0.1119,0,22,0.5196,2358,1.12,0
106402.8,468,75272.57,183,14.7,0.3255,0.8365,0,203,0.5231,3357,12.39,0
117477.42,408,26452.41,341,13.6,0.8343,0.8952,1,1,0.8932,2067,24.2,1
139059.68,613,27974.17,219,9.1,0.2092,0.6382,0,98,0.0235,128,9.58,0
127595.36,373,11367.08,243,28.5,0.4219,0.3575,0,154,0.3432,1536,7.05,0
96659.8,789,65345.86,315,1.3,0.4913,0.0315,0,16,0.2558,1940,25.97,1
90072.25,400,45156.66,312,18.6,0.3511,0.9714,0,14,0.38,1997,23.01,1
52780.33,394,12881.64,335,27.7,0.4547,0.7491,1,241,0.0343,1269,17.03,0
78655.87,720,14020.61,77,17.8,0.6752,0.0282,0,36,0.5021,1898,8.97,0
124170.0,848,67101.72,36,7.6,0.1177,0.5167,0,232,0.2934,667,2.15,0
75475.11,458,97013.65,51,6.0,0.4862,0.0057,0,91,0.7725,180,9.77,1
132523.53,805,26729.59,239,24.3,0.948,0.1161,0,68,0.7404,2479,17.32,1
67667.83,740,6951.07,280,26.9,0.3683,0.5435,0,18,0.2789,2283,21.36,1
31341.58,666,50089.42,271,27.6,0.9066,0.8755,1,83,0.0864,766,20.27,0
149547.66,682,57950.01,256,2.0,0.79,0.1855,0,287,0.0398,830,5.27,1
111191.61,311,40326.56,273,23.6,0.1128,0.6659,0,5,0.3033,3324,4.97,0
131876.14,518,22923.37,255,14.3,0.2141,0.1724,0,278,0.8587,291,5.24,1
86282.83,369,50380.4,49,17.0,0.2471,0.7534,0,186,0.9376,3392,8.61,1
76143.23,628,79160.04,26,5.8,0.7265,0.3737,0,116,0.7486,522,14.9,0
86241.15,716,66373.89,337,4.7,0.599,0.2876,0,222,0.5998,1710,2.92,1
135914.56,449,78427.22,32,11.1,0.3933,0.4645,0,175,0.3035,2193,18.55,0
131199.26,781,53586.8,209,22.7,0.8395,0.5896,0,294,0.1373,1381,3.64,0
64513.3,829,63554.83,44,7.5,0.2682,0.2713,0,263,0.2278,1328,27.31,0
65306.72,613,23225.42,183,15.5,0.4115,0.2639,0,97,0.7683,3648,23.82,0
109483.18,494,70274.82,197,21.4,0.5529,0.2045,0,267,0.1734,2968,21.96,1
52113.53,645,22392.39,343,24.3,0.375,0.3916,0,291,0.4591,1399,5.24,0
52829.64,685,82245.88,213,0.1,0.1889,0.9341,0,233,0.9348,2256,17.92,1
93768.97,503,30241.61,230,18.8,0.4896,0.1081,0,161,0.1194,742,4.56,0
149244.7,342,85481.6,154,3.2,0.5352,0.1274,1,217,0.2049,2705,17.43,1
63888.77,583,31997.87,135,6.9,0.6183,0.5706,1,283,0.3536,969,5.4,0
61173.31,525,21325.02,208,6.1,0.6163,0.9545,1,139,0.8096,511,3.77,0
48726.55,770,62912.68,100,27.5,0.2795,0.0032,0,223,0.5796,2457,25.64,1
50183.49,383,43810.79,239,13.3,0.7392,0.3845,0,195,0.023,3134,8.88,0
83897.58,836,37517.43,22,15.0,0.6156,0.8382,0,191,0.1445,317,18.43,0
69096.36,713,24677.44,172,10.6,0.2741,0.7149,0,195,0.6004,1924,28.86,0
93230.18,366,47963.35,23,11.7,0.3452,0.381,0,229,0.9092,367,13.68,1
54985.81,566,50460.42,98,6.6,0.5855,0.5172,0,101,0.8459,1563,11.57,0
31696.43,462,13775.79,295,1.5,0.0793,0.932,0,151,0.1416,1786,9.08,0
49781.53,619,20829.74,46,7.0,0.0923,0.0521,0,91,0.2882,1927,28.32,0
50711.88,500,62250.26,51,2.0,0.1015,0.8173,1,64,0.7791,2267,23.06,0
39853.42,491,28336.42,16,9.8,0.1718,0.2723,0,257,0.5045,233,12.42,1
80978.7,435,27982.93,323,25.0,0.5739,0.2793,1,90,0.7102,2923,8.2,0
118086.77,368,98371.35,81,0.0,0.4608,0.7988,0,203,0.5503,2975,12.71,0
145073.64,832,38623.87,322,17.3,0.8376,0.4052,0,209,0.1669,3515,15.49,0
46896.09,676,84984.87,71,18.1,0.4124,0.3759,0,162,0.4872,3074,1.47,0
102998.98,450,47744.34,314,23.7,0.7492,0.6491,0,126,0.1423,931,27.21,1
71901.09,776,40298.88,116,13.9,0.4158,0.0513,0,52,0.2954,218,11.17,0
135316.05,743,12421.73,162,10.6,0.5126,0.4771,0,246,0.0678,1358,6.61,0
41572.9,403,18864.21,299,8.1,0.0247,0.2187,0,13,0.4484,1369,24.16,1
100830.45,591,39956.92,276,17.6,0.8835,0.7585,0,264,0.0362,3193,16.89,0
85773.21,457,93630.02,205,9.9,0.7143,0.7314,0,74,0.1422,805,3.7,0
71271.92,342,9181.27,18,28.6,0.1945,0.5693,0,78,0.4269,2328,8.4,0
20073.71,367,20522.19,31,8.0,0.4827,0.0661,0,85,0.9248,2022,4.31,1
125519.67,650,63595.84,202,25.5,0.9557,0.2581,0,170,0.6315,1338,16.27,0
128596.63,832,69847.14,316,23.3,0.2453,0.8149,0,140,0.3282,2085,9.72,0
148870.68,352,95449.54,165,24.1,0.2576,0.8241,0,113,0.8807,1019,14.47,1
32817.64,817,39484.33,216,12.6,0.3312,0.0811,1,247,0.9485,2716,2.92,1
135609.85,746,43562.85,233,4.6,0.4732,0.0306,0,61,0.308,1993,26.49,0
144575.65,519,43505.18,132,8.6,0.6106,0.1649,1,168,0.5934,3495,3.4,1
123505.26,308,19254.39,231,14.8,0.0923,0.9701,0,78,0.9918,9,14.67,1
57884.99,675,69480.27,194,20.0,0.0875,0.1652,0,52,0.0389,2388,3.39,1
20027.7,496,80006.55,212,24.7,0.4904,0.2673,1,270,0.0717,2510,9.25,1
98801.81,566,19952.43,275,2.9,0.6065,0.689,1,174,0.665,2847,14.71,1
143721.6,613,32897.06,217,12.5,0.9305,0.7943,0,168,0.2105,1890,5.31,1
30328.91,420,19029.6,241,3.8,0.7228,0.2825,1,164,0.5793,2944,14.97,1
140883.53,609,94056.44,119,26.9,0.6562,0.3642,0,177,0.0661,129,25.39,0
70642.68,809,49032.87,215,23.5,0.8626,0.4496,0,217,0.6584,3079,17.43,0
20967.03,468,95657.51,224,2.8,0.8755,0.3346,1,72,0.24,2474,15.37,1
46293.2,484,44697.67,16,18.9,0.7114,0.8002,0,2,0.1046,3161,24.91,0
47438.03,640,69633.79,270,8.2,0.3907,0.5287,0,101,0.4349,2996,24.21,1
113483.94,597,56185.26,245,1.3,0.3326,0.4073,0,33,0.4745,3598,13.1,1
134967.82,536,92693.5,314,6.7,0.2647,0.8915,0,118,0.6684,2374,8.37,1
88996.57,341,26071.09,242,7.2,0.0023,0.0478,1,141,0.5353,2239,28.26,1
132910.97,613,78045.58,351,1.5,0.9889,0.2134,0,148,0.7797,3504,7.81,0
92898.11,636,21837.49,347,6.0,0.6851,0.0797,0,246,0.0207,532,28.0,0
41972.94,599,68822.03,224,4.9,0.4264,0.7292,0,148,0.3095,2222,21.06,0
29909.35,459,87956.01,13,28.6,0.066,0.7703,0,139,0.9651,465,23.18,1
85060.2,847,49203.24,74,14.4,0.6144,0.7855,0,48,0.3532,1589,24.39,0
52535.87,318,91537.39,329,24.1,0.7933,0.0864,1,75,0.3421,2139,24.64,0
82229.75,659,7829.97,211,23.8,0.4324,0.8073,0,207,0.2124,779,19.01,0
96226.08,368,97733.04,128,25.0,0.9338,0.7808,0,235,0.3873,2632,11.7,0
24729.33,492,5353.57,193,0.5,0.6646,0.3725,1,4,0.9696,3531,14.44,1
32477.06,833,58334.17,71,17.8,0.4734,0.5536,0,175,0.1198,3322,1.94,0
61218.7,619,56022.75,229,8.8,0.8587,0.0549,0,71,0.6959,3342,12.01,1
64192.36,721,98224.48,283,10.9,0.4983,0.7386,0,14,0.9813,1343,6.36,1
37865.21,837,62276.11,63,10.9,0.0952,0.2642,0,64,0.1826,870,17.88,1
26380.23,618,84939.38,293,22.6,0.913,0.0797,0,296,0.8703,2237,9.62,1
58680.99,713,76468.68,32,9.4,0.878,0.093,0,27,0.1369,387,28.52,0
33887.73,788,9039.86,196,12.2,0.1069,0.1588,0,127,0.082,690,6.37,0
111090.67,406,64929.69,20,14.1,0.7287,0.1267,0,261,0.2386,1671,1.15,0
55530.87,492,51802.02,133,1.8,0.211,0.6669,1,271,0.2927,558,12.73,0
138397.01,594,30589.22,327,25.7,0.1246,0.4202,0,255,0.0015,470,12.76,0
52881.71,431,59778.52,340,17.4,0.9672,0.2488,0,119,0.9981,3052,2.35,1
71313.44,523,31272.16,69,17.2,0.6519,0.7172,0,8,0.4134,1399,6.98,1
114160.85,426,87536.11,178,29.3,0.3787,0.5189,1,104,0.8578,598,7.0,1
133093.64,548,51541.77,152,13.1,0.2521,0.4333,1,31,0.7483,2148,9.38,1
134569.86,444,31927.39,102,12.8,0.0138,0.7857,0,233,0.3478,2639,7.51,1
132300.22,788,96533.28,150,4.8,0.2206,0.9048,1,121,0.6452,1576,7.35,0
86260.7,448,15433.32,201,15.7,0.6899,0.2718,0,159,0.7464,84,2.83,0
33925.49,589,28949.38,137,22.7,0.6684,0.556,0,272,0.9218,2571,15.41,1
39382.52,320,36100.78,295,12.6,0.3413,0.481,1,157,0.7209,1741,8.28,0
96205.01,711,68634.45,320,17.0,0.3569,0.3799,0,126,0.3247,3514,10.75,0
51351.73,641,51849.3,232,28.7,0.0164,0.0763,0,71,0.2313,3550,2.27,0
89547.49,374,14748.44,292,13.2,0.1357,0.738,1,50,0.0366,48,27.63,0
148871.03,760,89844.76,59,10.2,0.2367,0.1188,0,275,0.7464,3117,8.0,1
56020.6,471,67443.22,15,27.8,0.4895,0.9923,0,170,0.1001,2064,17.9,0
56097.09,737,71156.01,194,22.6,0.5563,0.1643,0,293,0.0214,1128,6.58,0
50448.54,346,74581.82,112,24.8,0.1976,0.295,1,231,0.2256,551,1.91,0
114128.05,675,64577.4,165,25.0,0.4318,0.6879,0,82,0.4737,32,5.97,1
42762.45,730,15309.82,92,6.4,0.1537,0.1084,0,86,0.2661,2131,21.7,0
89012.55,637,89206.88,92,24.9,0.5943,0.6605,0,230,0.4249,2503,25.26,1
61044.93,519,92990.25,22,5.9,0.2955,0.7726,0,47,0.8747,473,24.1,1
26992.99,846,95208.45,69,16.8,0.3946,0.6497,0,70,0.0528,737,16.63,1
36435.52,351,53299.52,322,16.3,0.0742,0.539,1,269,0.5376,1064,8.57,0
127654.31,345,45633.47,117,4.2,0.79,0.6988,1,76,0.6248,293,13.24,0
30420.39,629,48785.42,360,8.3,0.8472,0.03,0,14,0.7753,2830,1.7,0
23945.16,630,20667.77,338,17.6,0.0826,0.1904,0,51,0.439,2208,19.78,1
102009.98,326,73326.41,192,9.4,0.6722,0.7947,0,149,0.7525,1069,5.62,1
39232.67,788,32282.46,279,27.3,0.0766,0.1757,0,257,0.6217,174,10.11,1
85928.68,778,7493.88,318,1.5,0.662,0.8858,0,175,0.0887,2966,15.96,0
72673.84,425,27401.17,88,23.9,0.5117,0.9907,0,26,0.3662,3366,5.94,0
114847.96,340,64376.61,39,12.2,0.2404,0.6021,0,236,0.6181,3222,29.96,0
121219.79,838,22552.81,45,1.8,0.802,0.9281,0,130,0.8349,509,26.82,0
116005.81,567,64429.95,144,28.9,0.6438,0.5475,0,128,0.5157,1549,21.83,1
104206.53,709,30440.95,91,20.2,0.1415,0.4001,0,88,0.5217,2643,20.42,0
72993.36,462,6967.39,226,22.7,0.1305,0.7222,0,221,0.2139,1269,28.86,1
80055.49,341,83093.51,161,28.4,0.6316,0.1567,0,192,0.7577,3549,26.33,1
122525.67,677,37293.42,107,8.8,0.9592,0.9114,1,44,0.4698,1261,12.92,1
57778.1,843,52995.55,23,23.2,0.7308,0.3684,0,257,0.5187,3402,29.49,1
146421.9,776,62959.05,43,20.2,0.3399,0.2897,0,150,0.2388,886,7.06,0
66158.25,838,29483.12,173,26.5,0.1222,0.7285,0,53,0.0901,2914,18.4,0
